Görüntüle ↗,View ↗
Çekme Kuvveti (N),Pull Force (N)
İşleniyor...,Processing...
Ölçülen Çekme Kuvveti (N),Measured Pull Force (N)
Tel Kesme Mevcut,Wire Cut Available
MAKİNE:,MACHINE:
Çekme (N),Pull (N)
Kablo No,Cable No
Parça ara veya kod gir...,Search part or enter code...
Değer,Value
KABLO:,CABLE:
Ek bilgi...,Additional info...
Yükseklik (mm),Height (mm)
Kontak No,Terminal No
KESİT:,CROSS-SECTION:
İzokrimp Yüksekliği (mm),Isocrimp Height (mm)
Adet,Quantity
KALIP:,MOLD:
Kafa (Meme) Isısı (°C),Head (Nozzle) Temp (°C)
Kopyala, Copy
Hedef karşılandı,Target met
kısa,Short
uzun,Long
Grafik sınırı,Graph limit
aşıldı,Exceeded
kartınızda eksik veri var:,There is missing data in your card:
Hedef:,Target:
Hdf. Krimp Yük.,Tgt. Crimp Height
Kalıp,Mold
Radüs,Radius
Kazan Isısı,Boiler Temp
Sıyırma Boyu,Strip Length
Soğ. Zamanı,Cool Time
Ölc. Krimp Yük.,Meas. Crimp Height
Sapma,Deviation
Çapak Boyu,Burr Length
İzokrimp,Isocrimp
PERİYOT:,PERIOD:
Ölc. Kablo Boyu,Meas. Cable Length
Krimp Yük.,Crimp Height
Soğutma Zamanı,Cooling Time
Hortum Isısı,Hose Temp
Barkod Kayıtları,Barcode Records
Soğuk Su,Cold Water
Çapak,Burr
IDC Ölçümleri,IDC Measurements
Hdf. Kablo Boyu,Tgt. Cable Length
Kesit,Cross-Section
Kafa (Meme) Isısı,Head (Nozzle) Temp
Kablo Boyu,Cable Length
Meme Isısı,Nozzle Temp
Göz Knt.,Vis. Insp.
Enjeksiyon Zamanı,Injection Time
Sıyırma,Strip
Item Code,Item Code
Ölçüm Tarihi,Measurement Date
Ara Hortum Isısı,Intermediate Hose Temp
Makine,Machine
Çekme Kuvveti,Pull Force
Yine de devam etmek istiyor musunuz?,Do you want to continue anyway?
Giren,Entered By
Devir,Speed
Hammadde Kazan Isısı,Raw Material Boiler Temp
Yükseklik,Height
Enjeksiyon Ölçümleri,Injection Measurements
Tel Kesme,Wire Cut
HAMMADDE:,RAW MATERIAL:
Hammadde,Raw Material
Çekme,Pull
Enj. Zamanı,Inj. Time
Soğuk Su Isısı,Cold Water Temp
🖨️ Protokol,🖨️ Protocol
+ Ekle,+ Add
Yok,No
Var,Yes
Başka kart başlatıldığı için sistem tarafından otomatik duraklatıldı.,Automatically paused by the system because another card was started.
Zaman Aşımı,Timeout
Kalıp Bağlama / Makine Ayarı,Mold Attachment / Machine Setting
Board Kurma Hazırlık,Board Setup Preparation
Malzeme Taşıma,Material Transport
Depo / Hammadde Yerleştirme,Warehouse / Raw Material Placement
Arıza,Malfunction
Mola,Break
Malzeme Bekleme,Waiting for Material
Diğer,Other
Toplam Duruş,Total Hold Time
Anahtar Alt Montajı (Düğme Kapak Birleştirme),Switch Sub-Assembly (Button Cover Joining)
Bund,Bund
Direnç Bükme,Resistance Bending
Doppel,Doppel
Elektriksel Test (Pushback),Electrical Test (Pushback)
Enjeksiyon,Injection
Etiketleme,Labeling
Form Verme,Forming
Hortum Boylandırma (Kesme),Hose Cutting
Hortum Montajı,Hose Assembly
IDC Basma,IDC Pressing
Isıl Fonksiyon Testi (Fırınlama),Thermal Function Test (Oven)
Kablo Kesme,Cable Cutting
Kablo Kısaltma,Cable Shortening
Kapak Takma (Terminal Kapağı),Cover Fitting (Terminal Cover)
Kontak Basma,Contact Crimping
Lehim,Soldering
Makaron Isıtma,Heat Shrink Heating
Manto Sıyırma,Jacket Stripping
Otomatik Çift Taraflı Kontak Basma,Automatic Double-Sided Contact Crimping
Otomatik Çift Taraflı Kontak Basma + Inkjet,Automatic Double-Sided Contact Crimping + Inkjet
Otomatik Küt Kablo Kesme,Automatic Blunt Cable Cutting
Otomatik Tek Taraflı Kontak Basma,Automatic Single-Sided Contact Crimping
Paketleme,Packaging
Perçinleme,Riveting
Plaka Basma,Plate Pressing
Pres,Press
Pushback (Elektriksel Test),Pushback (Electrical Test)
Seal Takma,Seal Fitting
Silikon Uygulama,Silicone Application
Soket Basma,Socket Pressing
Soket Lubrikasyonu (Yağlama),Socket Lubrication
Soket Takma,Socket Fitting
Son Kontrol,Final Inspection
Son Kontrol ve Paketleme,Final Inspection and Packaging
Tel Sıkma,Wire Tightening
Test,Test
Torklama,Torquing
Tülle Takma,Grommet Fitting
Work Order barkodu,Work Order barcode
Seçilecek İş Kartı,Job Card to select
Varsayılan veya manuel istasyon,Default or manual workstation
Operasyon seçimi,Operation selection
Operatör (Employee) seçimi,Operator (Employee) selection
İş Kartı barkodu / adı,Job Card barcode / name
İleri,Next
Gönderiliyor...,Submitting...
Çalışma Kartını Oluştur,Create Work Card
Çalışma Kartı zaten mevcut,Work Card already exists
Çalışma Kartı oluşturuldu,Work Card created
Bu işlem için aktif bir kartınız zaten bulunuyor.,You already have an active card for this operation.
Yeni Çalışma Kartı başarıyla kaydedildi.,New Work Card saved successfully.
Doküman,Document
Çalışma Kartına Git,Go to Work Card
Yeni Çalışma Kartı Başlat,Start New Work Card
İş Emri ile,With Work Order
İş Kartı ile,With Job Card
İş Emri Barkodu,Work Order Barcode
Barkod okuyucu ile,"Using the barcode reader,"
İş Emri barkodunu,the Work Order barcode
okut. Okuyucu genelde Enter ile bittiği için ek işlem yapman gerekmez.,scan it. The reader usually ends with Enter so no extra action is needed.
Barkodu okutun...,Scan barcode...
İş Emri doğrulanıyor...,Verifying Work Order...
Seçilen İş Emri\'ne bağlı,"Linked to the selected Work Order,"
lardan birini seç.,select one.
iş kartı bulundu,job cards found
Bu İş Emri\'ne bağlı herhangi bir İş Kartı bulunamadı.,No Job Card found for this Work Order.
Seçili,Selected
İş Kartı Barkodu,Job Card Barcode
İş Kartı barkodunu,the Job Card barcode
okut veya Job Card numarasını gir. Okuyucu genelde Enter ile bittiği için ek işlem yapman gerekmez.,scan it or enter the Job Card number. The reader usually ends with Enter.
İş Kartı barkodunu okutun veya JC-00045 girin...,Scan Job Card barcode or enter JC-00045...
İş Kartı doğrulanıyor...,Verifying Job Card...
Seçili İş Kartı Bilgisi,Selected Job Card Info
KTA Çalışma Kartı Operasyonları,KTA Work Card Operations
listesinden bir operasyon seç.,select an operation from the list.
operasyon bulundu,operations found
Bu İş Kartı için tanımlı herhangi bir operasyon bulunamadı.,No operation found for this Job Card.
Bu Çalışma Kartı ile ilişkilendirilecek,Select the
operatörü (Employee),operator (Employee)
seç. Sadece,to associate with this Work Card. Only
aktif,active
ve,and
User bağlı,User-linked
çalışanlar listelenir.,employees are listed.
çalışan,employees
İsim / e-posta ile ara...,Search by name / email...
Uygun çalışan bulunamadı. Employee kayıtlarını kontrol edin.,No eligible employees found. Please check Employee records.
Filtreye uygun çalışan bulunamadı. Arama kriterini değiştirin.,No employees match the filter. Please change the search criteria.
Seçili Operatör,Selected Operator
Departman,Department
Bu Çalışma Kartı\'nın üretileceği,Specify the
iş istasyonunu,workstation
belirle. Job Card üzerinde zaten tanımlı bir istasyon varsa otomatik olarak doldurulur.,"where this Work Card will be produced. If a workstation is already set on the Job Card, it will be filled automatically."
Önerilen,Recommended
Job Card üzerinde tanımlı istasyon,The workstation defined on the Job Card is
İstersen aşağıdaki buton ile bu değeri kullanabilirsin.,You can use the button below to apply this value.
Örn: IST-01,E.g.: IST-01
Job Card istasyonunu kullan,Use Job Card workstation
Bu alan,This field will be written to the
alanına yazılacak. Zorunlu bir alandır.,field. It is a required field.
Seçilen İş Emri'ne bağlı İş Kartlarından birini seç.,Select one of the Job Cards linked to the selected Work Order.
KTA Çalışma Kartı Operasyonları listesinden bir operasyon seç.,Select an operation from the KTA Work Card Operations list.
Bu Çalışma Kartı'nın üretileceği iş istasyonunu belirle. Job Card üzerinde zaten tanımlı bir istasyon varsa otomatik olarak doldurulur.,"Determine the workstation where this Work Card will be produced. If a workstation is already defined on the Job Card, it will be automatically filled."
30-0900 Bosch Montaj istasyonu,30-0900 Bosch Assembly Station
40-0900 Form Verme+Test istasyonu,40-0900 Shaping+Testing Station
10-0000 OTM Kablo Kesme istasyonu,10-0000 OTM Cable Cutting Station
30-0800 Enjeksiyon istasyonu,30-0800 Injection Station
Kablo Kesme ve Terminal Basma,Cable Cutting and Terminal Pressing
Manuel Kablo Kesme ve Terminal Basma,Manual Cable Cutting and Terminal Pressing
Ön Hazırlık,Pre Assembly
IDC ve Soket,IDC and Socket
Form Verme ve Test,Shaping and Testing
Krimp İşlemleri,Crimping Operations
IDC İşlemleri,IDC Operations
Enjeksiyon İşlemleri,Injection Operations
Barkod İşlemleri,Barcode Operations
Liste Görünümü,List View
Grid Görünümü,Grid View
Kanban Görünümü,Kanban View
Liste alınamadı.,Failed to fetch list.
Barkod kaydı yok.,No barcode records.
Bekleyen Çalışma Kartınız Var,You Have Pending Work Cards
Dikkat,Attention
Sistem tarafından otomatik olarak beklemeye alınmış açık kartlarınız bulunuyor. Lütfen aşağıdan bir kart seçerek mesainize göre ilgili işlemi gerçekleştirin.,You have open cards that were automatically paused by the system. Please select a card below and perform the relevant action according to your shift.
Lütfen İşlem Yapılacak Kartı Seçiniz,Please Select A Card To Process
Seçili Karta Devam Et,Continue Selected Card
Kartı Görüntüle,View Card
İşlem Başarıyla Devam Ettirildi,Process Successfully Continued
Başlatılıyor...,Starting...
"Lütfen bekleyin, ilgili karta yönlendiriliyorsunuz.","Please wait, you are being redirected to the relevant card."
