Teslim edilen qty: {0},Gelieferte Menge: {0}
Teslimat miktarına çekildi,Auf Liefermenge bezogen
Tolerans değerleri yüklendi,Toleranzwerte geladen
"Toplam Duruş: {0}', [frm.doc.toplam_durus]), 'orange","Gesamthaltung: {0}', [frm.doc.total_duration]), 'orange"
Toplu Oluştur,Massen erstellen
Toplu Stok Uzlaştırması Tamamlandı,Massenabstimmung der Lagerbestände abgeschlossen
Tüm Kalite Kontroller,Alle Qualitätskontrollen
Tüm Müşteriler,Alle Kunden
"Tüm itemlar silindi, SO iptal edildi","Alle Artikel gelöscht, SO storniert"
Tümü,Alle
Tümünü Ekle,Alle hinzufügen
Uyarı,Warnung
Varsayılan Tedarikçi,Standardlieferant
Varsayılan kalite kontrol planı başarıyla güncellendi,Der Standard-Qualitätskontrollplan wurde erfolgreich aktualisiert
Varsayılan plan güncellenirken hata oluştu: {0},Fehler beim Aktualisieren des Standardplans: {0}
Vazgeç,Stornieren
Work Order üzerinde BOM bulunamadı (bom_no boş).,Die Stückliste wurde im Arbeitsauftrag nicht gefunden (bom_no ist leer).
XLS dosyası bulunamadı: {0},XLS-Datei nicht gefunden: {0}
Yalnızca Ürün Bazlı Grupla,Nur mit produktbasierten Gruppen
Yazdırılacak IDC ölçümü yok.,Es sind keine IDC-Messungen zum Drucken vorhanden.
Yazdırılacak enjeksiyon ölçümü yok.,Es sind keine Injektionsmessungen zum Drucken vorhanden.
Yazdırılacak krimp ölçümü yok.,Es sind keine Crimpmaße zum Ausdrucken vorhanden.
Yazıcıya gönderiliyor...,An Drucker senden...
Yeni Satır,Neue Linie
Yeniden Bas,Abdruck
Yukarıdan parametre ekleyin.,Parameter von oben hinzufügen.
Yükleniyor...,Laden...
"gr_number, label veya q_ref sağlanmalıdır.","Gr_number, label oder q_ref müssen angegeben werden."
için bir değer girmelisiniz.,Sie müssen einen Wert für eingeben.
{0} '{1}' başka bir Çalışma Kartı ({2}) tarafından zaten kullanılmış.,{0} „{1}“ wurde bereits von einer anderen Personalzeiterfassung ({2}) verwendet.
{0} için varsayılan etiket şablonu seçilmemiş.,Die Standardetikettenvorlage für {0} ist nicht ausgewählt.
{0} işlemleri için etiket basımı aktif değildir.,Der Etikettendruck ist für {0} Transaktionen nicht aktiv.
{0} makinesi için sistemde 'Asset Maintenance' (Varlık Bakımı) kaydı bulunamadı. Lütfen önce bakım ekibini atayın.,Für Maschine {0} wurde im System kein „Asset Maintenance“-Datensatz gefunden. Bitte weisen Sie zuerst das Wartungsteam zu.
{0}. satır için depo bulunamadı,{0}. Für die Zeile wurde kein Repository gefunden
Çalışma Kartları,Personalzeiterfassungn
Çalışma Kartlarım,Meine Personalzeiterfassungn
Çalışma Kartı,Personalzeiterfassung
Çalışma Kartı bir İş Kartı (Job Card) ile bağlantılı değil.,Die Personalzeiterfassung ist nicht mit einer Jobkarte verknüpft.
Çalışma Kartı henüz bitirilmemiş. Lütfen önce kartı bitirin.,Die Personalzeiterfassung ist noch nicht fertig. Bitte beenden Sie zuerst die Karte.
Çalışma Kartı üzerinde Work Order bulunamadı.,Auf der Personalzeiterfassung wurde kein Arbeitsauftrag gefunden.
"Çalışma Kartı, Makine No, Arıza Nedeni ve Açıklama alanları zorunludur.","Die Felder „Personalzeiterfassung“, „Maschinennummer“, „Fehlergrund“ und „Beschreibung“ sind Pflichtfelder."
Çalışma kartı bulunamadı.,Personalzeiterfassung nicht gefunden.
Çalışıyor,In Bearbeitung
Ölçümler,Messungen
Önce bir İş Emri seçin.,Wählen Sie zunächst einen Arbeitsauftrag aus.
Önceki Verilerle Karşılaştır,Vergleichen Sie mit früheren Daten
Özel Belgeler,Private Dokumente
Ürün,Produkt
Ürün Grubu,Produktgruppe
Ürün Kodu,Produktcode
Ürün Kodu boş olamaz.,Der Produktcode darf nicht leer sein.
Ürün Kodu zorunludur,Produktcode ist erforderlich
Ürün için müşteri paketleme miktarı bulunamadı: {0},Für das Produkt konnte keine Kundenverpackungsmenge gefunden werden: {0}
Ürün {0} için Minimum Sipariş Miktarı {1}. Satır miktarı {2}.,Die Mindestbestellmenge für Produkt {0} beträgt {1}. Zeilenanzahl {2}.
Ürün:,Produkt:
Ürünleri Getir,Artikel abrufen
İade,Zurückkehren
İade Düzenlendi,Rückerstattung ausgestellt
İptal Edildi,Abgesagt
İptal edilmiş kartta işlem yapılamaz.,Mit einer stornierten Karte können keine Transaktionen durchgeführt werden.
İsim,Name
İstasyon,Station
İzin verilmiyor,Nicht erlaubt
İş Emri,Arbeitsauftrag
İş Emri Bulunamadı,Arbeitsauftrag nicht gefunden
İş Emri Kapalı,Arbeitsauftrag geschlossen
İş Emri onaylanmamış (docstatus != 1).,Arbeitsauftrag nicht genehmigt (Dokumentstatus != 1).
İş Emri tamamlanmış ve tolerans süresi dolmuş.,Arbeitsauftrag ist erforderlich
İş Emri zorunludur,Arbeitsauftrag ist erforderlich
İş Kartı,Jobkarte
İş Kartı Bulunamadı,Jobkarte nicht gefunden
İş Kartı boş olamaz.,Jobkarte darf nicht leer sein.
İş Kartı zorunludur,Jobkarte ist erforderlich
İş emrinde bu aşama için izin verilen malzeme grubunda hammadde bulunamadı.,In der für diese Phase des Arbeitsauftrags zulässigen Materialgruppe wurden keine Rohstoffe gefunden.
İş İstasyonu,Arbeitsstation
İş İstasyonu zorunludur,Arbeitsplatz erforderlich
İş İstasyonu zorunludur (Job Card veya wizard tarafından sağlanmalı).,Der Arbeitsplatz ist obligatorisch (muss per Personalzeiterfassung oder Assistent bereitgestellt werden).
İşlem Başarılı,Transaktion erfolgreich
İşlem Kuyruğa Alındı,Transaktion in der Warteschlange
İşlem Tamamlandı,Transaktion abgeschlossen
İşlem başarıyla bitirildi.,Der Vorgang wurde erfolgreich abgeschlossen.
İşlem başlatılacak.,Der Prozess wird gestartet.
İşlem bitirilecek. Devam etmek istediğinizden emin misiniz?,"Der Vorgang wird abgeschlossen. Sind Sie sicher, dass Sie fortfahren möchten?"
İşlem sırasında bir hata oluştu.,Während des Vorgangs ist ein Fehler aufgetreten.
İşlem tamamlandı. Şimdi kartı gönderebilirsiniz (Submit).,Der Vorgang ist abgeschlossen. Jetzt können Sie die Karte versenden (Submit).
İşlem yapılıyor...,Die Bearbeitung läuft...
İşleme alındı,Verarbeitet
İşlemi bitmiş veya reddedilmiş karta müdahale edemezsiniz.,"Sie können nicht in eine Karte eingreifen, deren Transaktion abgeschlossen oder abgelehnt wurde."
İşlemin bitirilebilmesi için en az bir alt operasyon kaydı bulunmalıdır.,"Damit der Vorgang abgeschlossen werden kann, muss mindestens ein Untervorgangsdatensatz vorhanden sein."
İşlemler,Transaktionen
Şablon Seçiniz...,Bitte Vorlage auswählen...
Şirket zorunludur,Firma ist Pflicht
Hurda,Schrott
Duruş Geçmişi,Stillstandszeiten
Hammadde No,Rohstoff-Nr
Ölçülen İletken Krimp Yük. (mm),Gemessene Leiter-Crimphöhe (mm)
Barkod,Barcode
Hedef Çekme Kuvveti (N),Ziel-Zugkraft (N)
Makine / Pres No,Maschinen- / Pressen-Nr
Soğutma Zamanı (sn),Kühlzeit (Sek.)
Hedef Kablo Boyu (mm),Ziel-Kabellänge (mm)
Çapak Boyu (mm),Gratlänge (mm)
Kablo Kesiti (Rehberden),Kabelquerschnitt (Aus Leitfaden)
Hammadde Enjeksiyon Zamanı (sn),Rohstoffeinspritzzeit (Sek.)
Kalite Belgesi,Qualitätsdokument
Krimp Ölçümleri,Crimp-Messungen
Ara Hortum Isısı (°C),Zwischenschlauchtemperatur (°C)
Sıyırma Boyu (mm),Abisolierlänge (mm)
Hammadde Kazan Isısı (°C),Rohstoffkesseltemperatur (°C)
Hammadde (Opsiyonel),Rohstoff (Optional)
Ölçülen Kablo Boyu (mm),Gemessene Kabellänge (mm)
Hedef İletken Krimp Yük. (mm),Ziel-Leiter-Crimphöhe (mm)
Sonuç,Ergebnis
KONTAK:,TERMINAL:
Depo,Lager
Soğuk Su Isısı (°C),Kaltwassertemperatur (°C)
Kalite Kontrol,Qualitätskontrolle
Görüntüle ↗,Ansehen ↗
Çekme Kuvveti (N),Zugkraft (N)
İşleniyor...,Wird verarbeitet...
Ölçülen Çekme Kuvveti (N),Gemessene Zugkraft (N)
Tel Kesme Mevcut,Drahtschnitt vorhanden
MAKİNE:,MASCHINE:
Çekme (N),Zug (N)
Kablo No,Kabel-Nr
Parça ara veya kod gir...,Teil suchen oder Code eingeben...
Değer,Wert
KABLO:,KABEL:
Ek bilgi...,Zusätzliche Info...
Yükseklik (mm),Höhe (mm)
Kontak No,Terminal-Nr
KESİT:,QUERSCHNITT:
İzokrimp Yüksekliği (mm),Isocrimphöhe (mm)
Adet,Menge
KALIP:,FORM:
Kafa (Meme) Isısı (°C),Kopf- (Düsen-) Temperatur (°C)
Kopyala,Kopieren
Hedef karşılandı,Ziel erreicht
kısa,Kurz
uzun,Lang
Grafik sınırı,Grafikgrenze
aşıldı,Überschritten
kartınızda eksik veri var:,Es fehlen Daten in Ihrer Karte:
Hedef:,Ziel:
Hdf. Krimp Yük.,Ziel-Crimphöhe
Kalıp,Form
Radüs,Radius
Kazan Isısı,Kesseltemperatur
Sıyırma Boyu,Abisolierlänge
Soğ. Zamanı,Kühlzeit
Ölc. Krimp Yük.,Gem. Crimphöhe
Sapma,Abweichung
Çapak Boyu,Gratlänge
İzokrimp,Isocrimp
PERİYOT:,PERIODE:
Ölc. Kablo Boyu,Gem. Kabellänge
Krimp Yük.,Crimphöhe
Soğutma Zamanı,Kühlzeit
Hortum Isısı,Schlauchtemperatur
Barkod Kayıtları,Barcode-Aufzeichnungen
Soğuk Su,Kaltwasser
Çapak,Grat
IDC Ölçümleri,IDC-Messungen
Hdf. Kablo Boyu,Ziel-Kabellänge
Kesit,Querschnitt
Kafa (Meme) Isısı,Kopf- (Düsen-) Temperatur
Kablo Boyu,Kabellänge
Meme Isısı,Düsentemperatur
Göz Knt.,Sichtprüfung
Enjeksiyon Zamanı,Einspritzzeit
Sıyırma,Abisolierung
Item Code,Artikelcode
Ölçüm Tarihi,Messdatum
Ara Hortum Isısı,Zwischenschlauchtemperatur
Makine,Maschine
Çekme Kuvveti,Zugkraft
Yine de devam etmek istiyor musunuz?,Möchten Sie trotzdem fortfahren?
Giren,Eingegeben von
Devir,Drehzahl
Hammadde Kazan Isısı,Rohstoffkesseltemperatur
Yükseklik,Höhe
Enjeksiyon Ölçümleri,Injektionsmessungen
Tel Kesme,Drahtschnitt
HAMMADDE:,ROHSTOFF:
Hammadde,Rohstoff
Çekme,Ziehen
Enj. Zamanı,Einspritzzeit
Soğuk Su Isısı,Kaltwassertemperatur
🖨️ Protokol,🖨️ Protokoll
+ Ekle,+ Hinzufügen
Yok,Nein
Var,Ja
Anahtar Alt Montajı (Düğme Kapak Birleştirme),Schalter-Untermontage (Tastenabdeckung Verbinden)
Bund,Bund
Direnç Bükme,Widerstandsbiegen
Doppel,Doppel
Elektriksel Test (Pushback),Elektrischer Test (Pushback)
Enjeksiyon,Injektion
Etiketleme,Etikettierung
Form Verme,Formen
Hortum Boylandırma (Kesme),Schlauchkürzen (Schneiden)
Hortum Montajı,Schlauchmontage
IDC Basma,IDC-Pressen
Isıl Fonksiyon Testi (Fırınlama),Thermischer Funktionstest (Ofenhärtung)
Kablo Kesme,Kabelschneiden
Kablo Kısaltma,Kabelkürzen
Kapak Takma (Terminal Kapağı),Abdeckmontage (Terminalabdeckung)
Kontak Basma,Kontaktpressen
Lehim,Löten
Makaron Isıtma,Schrumpfschlauch Erwärmen
Manto Sıyırma,Mantelabisolieren
Otomatik Çift Taraflı Kontak Basma,Automatisches beidseitiges Kontaktpressen
Otomatik Çift Taraflı Kontak Basma + Inkjet,Automatisches beidseitiges Kontaktpressen + Inkjet
Otomatik Küt Kablo Kesme,Automatisches stumpfes Kabelschneiden
Otomatik Tek Taraflı Kontak Basma,Automatisches einseitiges Kontaktpressen
Paketleme,Verpacken
Perçinleme,Nieten
Plaka Basma,Plattenpressen
Pres,Presse
Pushback (Elektriksel Test),Pushback (Elektrischer Test)
Seal Takma,Dichtungsmontage
Silikon Uygulama,Silikonanwendung
Soket Basma,Buchsenpressen
Soket Lubrikasyonu (Yağlama),Buchsenschmierung (Fetten)
Soket Takma,Buchsenmontage
Son Kontrol,Endkontrolle
Son Kontrol ve Paketleme,Endkontrolle und Verpacken
Tel Sıkma,Drahtklemmen
Test,Test
Torklama,Anzugsmomentprüfung
Tülle Takma,Tüllenmontage
Work Order barkodu,Work Order Barcode
Seçilecek İş Kartı,Auszuwählende Jobkarte
Varsayılan veya manuel istasyon,Standard oder manuelle Arbeitsstation
Operasyon seçimi,Vorgangsauswahl
Operatör (Employee) seçimi,Bediener (Mitarbeiter) Auswahl
İş Kartı barkodu / adı,Jobkarten-Barcode / Name
İleri,Weiter
Gönderiliyor...,Wird eingereicht...
Çalışma Kartını Oluştur,Arbeitskarte erstellen
Çalışma Kartı zaten mevcut,Arbeitskarte bereits vorhanden
Çalışma Kartı oluşturuldu,Arbeitskarte erstellt
Bu işlem için aktif bir kartınız zaten bulunuyor.,Sie haben bereits eine aktive Karte für diesen Vorgang.
Yeni Çalışma Kartı başarıyla kaydedildi.,Neue Arbeitskarte erfolgreich gespeichert.
Doküman,Dokument
Çalışma Kartına Git,Zur Arbeitskarte gehen
Yeni Çalışma Kartı Başlat,Neue Arbeitskarte starten
İş Emri ile,Mit Work Order
İş Kartı ile,Mit Jobkarte
İş Emri Barkodu,Work Order Barcode
Barkod okuyucu ile,Mit dem Barcode-Lesegerät
İş Emri barkodunu,den Work Order Barcode
okut. Okuyucu genelde Enter ile bittiği için ek işlem yapman gerekmez.,"scannen. Das Lesegerät endet normalerweise mit Enter, sodass keine weitere Aktion erforderlich ist."
Barkodu okutun...,Barcode scannen...
İş Emri doğrulanıyor...,Work Order wird überprüft...
Seçilen İş Emri\'ne bağlı,"Mit dem ausgewählten Work Order verknüpft,"
lardan birini seç.,wählen Sie eine aus.
iş kartı bulundu,Jobkarten gefunden
Bu İş Emri\'ne bağlı herhangi bir İş Kartı bulunamadı.,Keine Jobkarte für diesen Work Order gefunden.
Seçili,Ausgewählt
İş Kartı Barkodu,Jobkarten-Barcode
İş Kartı barkodunu,den Jobkarten-Barcode
okut veya Job Card numarasını gir. Okuyucu genelde Enter ile bittiği için ek işlem yapman gerekmez.,scannen oder die Jobkartennummer eingeben. Das Lesegerät endet normalerweise mit Enter.
İş Kartı barkodunu okutun veya JC-00045 girin...,Jobkarten-Barcode scannen oder JC-00045 eingeben...
İş Kartı doğrulanıyor...,Jobkarte wird überprüft...
Seçili İş Kartı Bilgisi,Ausgewählte Jobkarten-Info
KTA Çalışma Kartı Operasyonları,KTA Arbeitskarten-Vorgänge
listesinden bir operasyon seç.,wählen Sie einen Vorgang aus der Liste.
operasyon bulundu,Vorgänge gefunden
Bu İş Kartı için tanımlı herhangi bir operasyon bulunamadı.,Kein Vorgang für diese Jobkarte gefunden.
Bu Çalışma Kartı ile ilişkilendirilecek,Wählen Sie den
operatörü (Employee),Bediener (Mitarbeiter)
seç. Sadece,für diese Arbeitskarte aus. Nur
aktif,aktive
ve,und
User bağlı,nutzerverknüpfte
çalışanlar listelenir.,Mitarbeiter werden aufgelistet.
çalışan,Mitarbeiter
İsim / e-posta ile ara...,Nach Name / E-Mail suchen...
Uygun çalışan bulunamadı. Employee kayıtlarını kontrol edin.,Keine geeigneten Mitarbeiter gefunden. Bitte prüfen Sie die Mitarbeiterdatensätze.
Filtreye uygun çalışan bulunamadı. Arama kriterini değiştirin.,Keine Mitarbeiter entsprechen dem Filter. Bitte ändern Sie das Suchkriterium.
Seçili Operatör,Ausgewählter Bediener
Departman,Abteilung
Bu Çalışma Kartı\'nın üretileceği,Geben Sie die
iş istasyonunu,Arbeitsstation
belirle. Job Card üzerinde zaten tanımlı bir istasyon varsa otomatik olarak doldurulur.,"an, an der diese Arbeitskarte produziert wird. Wenn bereits eine Arbeitsstation auf der Jobkarte eingestellt ist, wird sie automatisch ausgefüllt."
Önerilen,Empfohlen
Job Card üzerinde tanımlı istasyon,Die auf der Jobkarte definierte Arbeitsstation ist
İstersen aşağıdaki buton ile bu değeri kullanabilirsin.,"Sie können die Schaltfläche unten verwenden, um diesen Wert zu übernehmen."
Örn: IST-01,Z.B.: IST-01
Job Card istasyonunu kullan,Jobkarten-Arbeitsstation verwenden
Bu alan,Dieses Feld wird in das
alanına yazılacak. Zorunlu bir alandır.,Feld geschrieben. Es ist ein Pflichtfeld.
Seçilen İş Emri'ne bağlı İş Kartlarından birini seç.,Wählen Sie eine der mit dem ausgewählten Work Order verknüpften Jobkarten aus.
KTA Çalışma Kartı Operasyonları listesinden bir operasyon seç.,Wählen Sie einen Vorgang aus der KTA-Arbeitskarten-Vorgangsliste.
Bu Çalışma Kartı'nın üretileceği iş istasyonunu belirle. Job Card üzerinde zaten tanımlı bir istasyon varsa otomatik olarak doldurulur.,"Bestimmen Sie die Arbeitsstation, an der diese Arbeitskarte erstellt wird. Wenn bereits eine Arbeitsstation auf der Jobkarte definiert ist, wird diese automatisch ausgefüllt."
30-0900 Bosch Montaj istasyonu,30-0900 Bosch-Montagestation
40-0900 Form Verme+Test istasyonu,40-0900 Formgebungs- und Prüfstation
10-0000 OTM Kablo Kesme istasyonu,10-0000 OTM-Kabelschneidestation
30-0800 Enjeksiyon istasyonu,30-0800 Spritzgussstation
Kablo Kesme ve Terminal Basma,Kabelschneiden und Klemmenpressen
Manuel Kablo Kesme ve Terminal Basma,Manuelles Kabelschneiden und Klemmenpressen
Ön Hazırlık,Vormontage
IDC ve Soket,IDC und Buchse
Form Verme ve Test,Formgebung und Prüfung
Krimp İşlemleri,Crimpvorgänge
IDC İşlemleri,IDC-Vorgänge
Enjeksiyon İşlemleri,Spritzgussvorgänge
Barkod İşlemleri,Barcode-Vorgänge
Liste Görünümü,Listenansicht
Grid Görünümü,Gitteransicht
Kanban Görünümü,Kanban-Ansicht
Liste alınamadı.,Liste konnte nicht geladen werden.
Barkod kaydı yok.,Keine Barcode-Datensätze.
Bekleyen Çalışma Kartınız Var,Sie haben ausstehende Arbeitskarten
Dikkat,Achtung
Sistem tarafından otomatik olarak beklemeye alınmış açık kartlarınız bulunuyor. Lütfen aşağıdan bir kart seçerek mesainize göre ilgili işlemi gerçekleştirin.,"Sie haben offene Karten, die vom System automatisch pausiert wurden. Bitte wählen Sie unten eine Karte aus und führen Sie die entsprechende Aktion gemäß Ihrer Schicht aus."
Lütfen İşlem Yapılacak Kartı Seçiniz,Bitte wählen Sie eine Karte zur Bearbeitung aus
Seçili Karta Devam Et,Ausgewählte Karte fortsetzen
Kartı Görüntüle,Karte anzeigen
İşlem Başarıyla Devam Ettirildi,Prozess erfolgreich fortgesetzt
Başlatılıyor...,Starten...
"Lütfen bekleyin, ilgili karta yönlendiriliyorsunuz.","Bitte warten Sie, Sie werden zur entsprechenden Karte weitergeleitet."
Duruş Nedeni,Stillstandsgrund
Arıza Sonrası Bekleme,Warten nach Störung
DURUŞTA (ARIZA),ANGEHALTEN (STÖRUNG)
"Arıza giderildi, operatör onayı bekleniyor.","Störung behoben, warte auf Bestätigung des Bedieners."
"Arıza iptal edildi, operatör bekleniyor.","Störung storniert, warte auf Bediener."
"Bakım ekibi işlemi bitirdi, operatörün üretime devam etmesi bekleniyor.","Wartungsteam fertig, warte auf Bediener, um Produktion fortzusetzen."
"[Bakım Sonucu: Tamamlandı.]","[Wartungsergebnis: Abgeschlossen.]"
"[Bakım Sonucu: İptal Edildi.]","[Wartungsergebnis: Storniert.]"
Kullanıcı için varsayılan yazıcı bulunamadı,Standarddrucker für Benutzer nicht gefunden
Kullanıcı için varsayılan yazıcı bulunamadı: {0},Standarddrucker für Benutzer nicht gefunden: {0}
⚠️ Bu kart {0} dakikayı aştı! Lütfen formu kontrol edin (bitirin veya durdurun).,⚠️ Diese Karte hat {0} Minuten überschritten! Bitte prüfen Sie das Formular (beenden oder anhalten).
Süre Uyarısı,Dauer Warnung
Sadece 'Çalışıyor' veya 'Duruşta' olan kartlar için arıza bildirimi yapabilirsiniz.,"Sie können nur für Karten, die sich im Status 'In Bearbeitung' oder 'Angehalten' befinden, eine Störung melden."
Bu çalışma kartına ait zaten devam eden açık bir arıza kaydı ({0}) bulunuyor. Yeni bir kayıt açmadan önce mevcut kaydın tamamlanmasını veya iptal edilmesini beklemelisiniz.,"Es gibt bereits eine offene Störungsmeldung ({0}) für diese Arbeitskarte. Bitte warten Sie, bis diese abgeschlossen oder storniert ist, bevor Sie eine neue öffnen."
Satır No:,Zeilennummer:
Satır No,Zeilennummer
Teknik resimdeki kablo numarasını giriniz.,Geben Sie die Kabelnummer aus der technischen Zeichnung ein.
T1 Ölçümleri,T1-Messungen
T2 Ölçümleri,T2-Messungen
Hedef,Ziel
Kablo Uç İşlemleri,Kabelenden-Bearbeitungen
